term_localName,label,definition,usage,examples,type,tdwgutility_organizedInClass,tdwgutility_required,tdwgutil_repeatable,tdwgutil_xpath,deprecated_xpath,parent,term_created,term_modified,version_history
SpecimenUnit-TypifiedName-Zoological-Subgenus,Subgenus,A subgenus name as a zoological scientific name or as part of it that is part of the nomenclatural type designation for the specimen.<br/><br/>Rules: <br/><br/>1. First letter capitalised <br/><br/>2. No spaces included,,,Property,SpecimenUnit-NomenclaturalTypeDesignation,False,False,/DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/TypifiedName/NameAtomised/Zoological/Subgenus,,SpecimenUnit-TypifiedName-Zoological,2005-09-09,2005-09-09,
SpecimenUnit-TypifiedName-Zoological-SpeciesEpithet,SpeciesEpithet,"The first epithet occurring in a zoological name that is part of the nomenclatural type designation for the specimen (after genus and, optionally, subgenus names).",,monongalensis,Property,SpecimenUnit-NomenclaturalTypeDesignation,False,False,/DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/TypifiedName/NameAtomised/Zoological/SpeciesEpithet,,SpecimenUnit-TypifiedName-Zoological,2005-09-09,2005-09-09,
SpecimenUnit-TypifiedName-Zoological-SubspeciesEpithet,SubspeciesEpithet,"The second epithet of a zoological name of subspecies rank that is part of the nomenclatural type designation for the specimen (after genus, optional subgenus, and species epithet).",,monongalensis,Property,SpecimenUnit-NomenclaturalTypeDesignation,False,False,/DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/TypifiedName/NameAtomised/Zoological/SubspeciesEpithet,,SpecimenUnit-TypifiedName-Zoological,2005-09-09,2005-09-09,
SpecimenUnit-TypifiedName-AuthorTeamOriginalAndYear,AuthorTeamOriginalAndYear,The original authors and year of publication of the nomenclatural type designation for the specimen. <br/><br/>The first person(s) who validly published a species-group name and the year of publication.,,L.,Property,SpecimenUnit-NomenclaturalTypeDesignation,False,False,/DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/TypifiedName/NameAtomised/Zoological/AuthorTeamOriginalAndYear,,SpecimenUnit-TypifiedName-Zoological,2005-09-09,2005-09-09,
SpecimenUnit-TypifiedName-AuthorTeamParenthesisAndYear,AuthorTeamParenthesisAndYear,The parenthetical author and year of publication for the nomenclatural type designation for the specimen. <br/><br/>The parenthetical citation of the original author when a species-group was transferred to another genus and the year of the original publication for a name identified for the unit. <br/><br/>Author(s) of the original name for a taxon which has subsequently been revised but retains the same stem or epithet and the year of the original publication. <br/><br/>Rule: Set in parenthesis upon output,,L.,Property,SpecimenUnit-NomenclaturalTypeDesignation,False,False,/DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/TypifiedName/NameAtomised/Zoological/AuthorTeamParenthesisAndYear,,SpecimenUnit-TypifiedName-Zoological,2005-09-09,2005-09-09,
SpecimenUnit-TypifiedName-CombinationAuthorTeamAndYear,CombinationAuthorTeamAndYear,"The citation of the authors responsible for the new combination for the nomenclatural type designation for the specimen, and the year of its publication. <br/><br/>The citation of the authors responsible for the new combination when a species-group is transferred to another genus and the year of publication of the transfer.",,L.,Property,SpecimenUnit-NomenclaturalTypeDesignation,False,False,/DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/TypifiedName/NameAtomised/Zoological/CombinationAuthorTeamAndYear,,SpecimenUnit-TypifiedName-Zoological,2005-09-09,2005-09-09,
SpecimenUnit-TypifiedName-Breed,Breed,Name of the breed of an animal as part of the nomenclatural type designation for the specimen.,,,Property,SpecimenUnit-NomenclaturalTypeDesignation,False,False,/DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/TypifiedName/NameAtomised/Zoological/Breed,,SpecimenUnit-TypifiedName-Zoological,2005-09-09,2005-09-09,
SpecimenUnit-TypifiedName-NamedIndividual,NamedIndividual,"An individually named animal, as part of the nomenclatural type designation for the specimen (e.g. a stallion in horsebreeding).",,,Property,SpecimenUnit-NomenclaturalTypeDesignation,False,False,/DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/TypifiedName/NameAtomised/Zoological/NamedIndividual,,SpecimenUnit-TypifiedName-Zoological,2005-09-09,2005-09-09,
SpecimenUnit-NomenclaturalReference,NomenclaturalReference,A published reference.,,"Sp. Pl. ed. 1, 374. 1753",Class,SpecimenUnit-NomenclaturalTypeDesignation,False,False,/DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/NomenclaturalReference,,SpecimenUnit-NomenclaturalTypeDesignation,2005-09-09,2005-09-09,
SpecimenUnit-NomenclaturalReference-ReferenceGUID,ReferenceGUID,A globally unique identifier (GUID) for the reference.,,,Property,SpecimenUnit-NomenclaturalTypeDesignation,False,False,/DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/NomenclaturalReference/ReferenceGUID,,SpecimenUnit-NomenclaturalReference,2007-06-13,2007-06-13,added in 2.06b
SpecimenUnit-NomenclaturalReference-TitleCitation,TitleCitation,A formal citation for a paper or electronic publication that is a nomenclatural reference.,,,Property,SpecimenUnit-NomenclaturalTypeDesignation,True,False,/DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/NomenclaturalReference/TitleCitation,,SpecimenUnit-NomenclaturalReference,2005-09-09,2005-09-09,
SpecimenUnit-NomenclaturalReference-CitationDetail,CitationDetail,"The specific page, figure or illustration number(s) within the nomenclatural reference.",,,Property,SpecimenUnit-NomenclaturalTypeDesignation,False,False,/DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/NomenclaturalReference/CitationDetail,,SpecimenUnit-NomenclaturalReference,2005-09-09,2005-09-09,
SpecimenUnit-NomenclaturalReference-URI,URI,The URL to an electronic source of the nomenclatural reference.,,http://www.example.com/index.html,Property,SpecimenUnit-NomenclaturalTypeDesignation,False,False,/DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/NomenclaturalReference/URI,,SpecimenUnit-NomenclaturalReference,2005-09-09,2005-09-09,
SpecimenUnit-NomenclaturalReference-DOI,DOI,The digital object identifier (DOI) of the reference.,,,Property,SpecimenUnit-NomenclaturalTypeDesignation,False,False,/DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/NomenclaturalReference/DOI,,SpecimenUnit-NomenclaturalReference,2006-10-09,2006-10-09,added in 2.06a
SpecimenUnit-NomenclaturalTypeDesignation-TypeStatus,TypeStatus,A full term designating the status of the nomenclatural type designation.<br/><br/>Darwin Core 2: Type Status.,,Holotype; Isolectotype,Property,SpecimenUnit-NomenclaturalTypeDesignation,False,False,/DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/TypeStatus,,SpecimenUnit-NomenclaturalTypeDesignation,2005-09-09,2005-09-09,
SpecimenUnit-NomenclaturalTypeDesignation-CodeAssessment,CodeAssessment,"An indication of whether the type is conserved or rejected/suppressed by the Code, or is proposed for conservation or suppression/rejection.",,,Property,SpecimenUnit-NomenclaturalTypeDesignation,False,False,/DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/CodeAssessment,,SpecimenUnit-NomenclaturalTypeDesignation,2005-09-09,2005-09-09,
SpecimenUnit-NomenclaturalTypeDesignation-DoubtfulFlag,DoubtfulFlag,An indicator for unverified type status (kind and fact).,,,Property,SpecimenUnit-NomenclaturalTypeDesignation,False,False,/DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/DoubtfulFlag,,SpecimenUnit-NomenclaturalTypeDesignation,2005-09-09,2005-09-09,
SpecimenUnit-NomenclaturalTypeDesignation-Verifier,Verifier,The person assigning or verifying the type status of the specimen.,,,Class,SpecimenUnit-NomenclaturalTypeDesignation,False,False,/DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/Verifier,,SpecimenUnit-NomenclaturalTypeDesignation,2005-09-09,2005-09-09,
SpecimenUnit-NomenclaturalTypeDesignation-Verifier-FullName,FullName,The name of person as normally used representing the type status verifier. <br/><br/>The name may include titles.\nPreferred form of personal name for display as a string.,,Professor James Hundredwidth; Aylstone T. McTrace,Property,SpecimenUnit-NomenclaturalTypeDesignation,True,False,/DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/Verifier/FullName,,SpecimenUnit-NomenclaturalTypeDesignation-Verifier,2005-09-09,2005-09-09,
SpecimenUnit-NomenclaturalTypeDesignation-Verifier-SortingName,SortingName,The full name of the type status verifier in a form appropriate for sorting alphabetically. <br/><br/>The form consists of the following: Family name first followed by a comma then a space then given names or initials separated by a space.,,"Hundredwidth, James; McTrace, Aylstone T.",Property,SpecimenUnit-NomenclaturalTypeDesignation,False,False,/DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/Verifier/SortingName,,SpecimenUnit-NomenclaturalTypeDesignation-Verifier,2005-09-09,2005-09-09,
SpecimenUnit-NomenclaturalTypeDesignation-Verifier-AtomisedName,AtomisedName,Atomised name of the type status verifier.,,,Class,SpecimenUnit-NomenclaturalTypeDesignation,False,False,/DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/Verifier/AtomisedName,,SpecimenUnit-NomenclaturalTypeDesignation-Verifier,2005-09-09,2005-09-09,
SpecimenUnit-NomenclaturalTypeDesignation-Verifier-InheritedName,InheritedName,"The inherited name of the type status verifier. This may consist of family names, generational names, a clan name, parents or grandparents personal names, etc. The inherited name (this being the lastname in western cultures) may be compound (e.g. 'Fischer von Waldheim', 'da Selva', 'Silvano Morales'). Depending on culture, the inherited name is not necessarily the name of the parents nor common to a married couple. Therefore, 'family name' should be avoided even though used in vCard (vCard: N-Family).",,,Property,SpecimenUnit-NomenclaturalTypeDesignation,True,False,/DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/Verifier/AtomisedName/InheritedName,,SpecimenUnit-NomenclaturalTypeDesignation-Verifier-AtomisedName,2005-09-09,2005-09-09,
SpecimenUnit-NomenclaturalTypeDesignation-Verifier-AtomisedName-Prefix,Prefix,"The prefix to the type status verifier's inherited name. The prefix should be output before the name, but is usually not included in sorting. Compare Title for 'Prof', 'Dr.' (vCard: N-Prefix)",,von; Lord,Property,SpecimenUnit-NomenclaturalTypeDesignation,False,False,/DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/Verifier/AtomisedName/Prefix,,SpecimenUnit-NomenclaturalTypeDesignation-Verifier-AtomisedName,2005-09-09,2005-09-09,
SpecimenUnit-NomenclaturalTypeDesignation-Verifier-AtomisedName-Suffix,Suffix,"The suffix for the name of the type status verifier. The suffix should be output after the name, regardless of whether it is in sorting sequence (Inherited, Given) or not (vCard: N-Suffix).",,Jun.; III,Property,SpecimenUnit-NomenclaturalTypeDesignation,False,False,/DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/Verifier/AtomisedName/Suffix,,SpecimenUnit-NomenclaturalTypeDesignation-Verifier-AtomisedName,2005-09-09,2005-09-09,
SpecimenUnit-NomenclaturalTypeDesignation-Verifier-GivenNames,GivenNames,"The personal name of the type status verifier. The name given to the person as a personal name (the first or christian name in western cultures, including middle initials). The given name may contain several words. It is applicable only to people (vCard: N-Given + vCard: N-Middle).",,Wen; Jerry B.; Maria Teresa; Ichiro; Hans-Werner,Property,SpecimenUnit-NomenclaturalTypeDesignation,False,False,/DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/Verifier/AtomisedName/GivenNames,,SpecimenUnit-NomenclaturalTypeDesignation-Verifier-AtomisedName,2005-09-09,2005-09-09,
SpecimenUnit-NomenclaturalTypeDesignation-Verifier-PreferredName,PreferredName,"The preferred name of the type status verifier. The preferred name may differ from the first given name (e.g. second given name, nickname ('Bob' for 'Robert'), etc.) (vCard: Nickname).",,,Property,SpecimenUnit-NomenclaturalTypeDesignation,False,False,/DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/Verifier/AtomisedName/PreferredName,,SpecimenUnit-NomenclaturalTypeDesignation-Verifier-AtomisedName,2005-09-09,2005-09-09,
SpecimenUnit-NomenclaturalTypeDesignation-VerificationDate,VerificationDate,The date of the verification of the type status of the specimen.,,,Property,SpecimenUnit-NomenclaturalTypeDesignation,False,False,/DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/VerificationDate,,SpecimenUnit-NomenclaturalTypeDesignation,2005-09-09,2005-09-09,
SpecimenUnit-NomenclaturalTypeDesignation-VerificationNotes,VerificationNotes,Further information about the type status verification process.,,,Property,SpecimenUnit-NomenclaturalTypeDesignation,False,False,/DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/VerificationNotes,,SpecimenUnit-NomenclaturalTypeDesignation,2005-09-09,2005-09-09,
SpecimenUnit-NomenclaturalTypeDesignation-VerificationNotes-@language,language,"The language of the text in the element carrying this attribute, according to RFC 3066.","The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.\n\nRecommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .\n",en; en-US; UND,Property,SpecimenUnit-NomenclaturalTypeDesignation,False,False,/DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeDesignation/VerificationNotes/@language,,SpecimenUnit-NomenclaturalTypeDesignation-VerificationNotes,2005-09-09,2005-09-09,
SpecimenUnit-NomenclaturalTypeText,NomenclaturalTypeText,A note detailing possible or verified type information related to the specimen.,,,Property,SpecimenUnit-NomenclaturalTypeDesignation,False,False,/DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeText,,SpecimenUnit-NomenclaturalTypeDesignations,2007-06-13,2007-06-13,added in 2.06b
SpecimenUnit-NomenclaturalTypeText-@language,language,"The language of the text in the element carrying this attribute, according to RFC 3066.","The value UND (undefined) should be used if the language cannot be set for some reason. However, use of UND is discouraged by the W3 consortium.\n\nRecommended values are defined by the following reference: H. Alvestrand, ed. RFC 3066: Tags for the Identification of Languages 1995. Available at: http://www.ietf.org/rfc/rfc3066.txt .\n",,Property,SpecimenUnit-NomenclaturalTypeDesignation,False,False,/DataSets/DataSet/Units/Unit/SpecimenUnit/NomenclaturalTypeDesignations/NomenclaturalTypeText/@language,,SpecimenUnit-NomenclaturalTypeText,2007-06-13,2007-06-13,added in 2.06b
